,Name,Description,Ingredients,Instructions,Season
397,Paris-Brest,"A round choux pastry filled with praline-flavored cream, inspired by a cycling race.","1 cup water, 1/2 cup butter, 1 cup flour, 4 eggs, 1/2 tsp salt, 1 cup praline cream, 1/4 cup sliced almonds","1. Preheat oven to 190°C. 2. Boil water and butter, then stir in flour. 3. Add eggs one at a time to form dough. 4. Pipe into a ring shape and bake for 30 minutes. 5. Cool, then slice in half. 6. Fill with praline cream. 7. Sprinkle with almonds and serve.",Winter
398,Madeleines,"Small, shell-shaped French sponge cakes with a buttery flavor.","1 cup flour, 1/2 cup sugar, 2 eggs, 1/2 cup melted butter, 1 tsp vanilla extract, 1/2 tsp baking powder","1. Whisk eggs and sugar until fluffy. 2. Mix in flour, baking powder, and vanilla. 3. Stir in melted butter. 4. Chill batter for 1 hour. 5. Preheat oven to 180°C. 6. Pour into madeleine molds and bake for 12 minutes. 7. Serve warm.",Winter
399,Pain Perdu,"French-style sweet toast, similar to French toast but richer.","4 slices bread, 2 eggs, 1/2 cup milk, 1/4 cup sugar, 1 tsp vanilla extract, 1 tbsp butter, powdered sugar for dusting","1. Whisk eggs, milk, sugar, and vanilla. 2. Dip bread slices in mixture. 3. Melt butter in a pan and fry bread until golden. 4. Flip and cook the other side. 5. Serve warm with powdered sugar.",Winter
400,Belgian Waffles,"Light and fluffy waffles with a crispy exterior, typically served with whipped cream and fruits.","2 cups flour, 2 tbsp sugar, 1 tbsp baking powder, 1/2 tsp salt, 2 eggs, 1 3/4 cups milk, 1/2 cup melted butter, 1 tsp vanilla extract","1. Preheat waffle iron. 2. Whisk flour, sugar, baking powder, and salt. 3. In another bowl, mix eggs, milk, butter, and vanilla. 4. Combine wet and dry ingredients. 5. Pour batter into waffle iron and cook until golden brown. 6. Serve with toppings of choice.",Winter
401,Speculoos Cookies,Traditional Belgian spiced cookies with a crisp texture and deep caramel flavor.,"2 cups flour, 1 cup brown sugar, 1/2 cup butter, 1 egg, 1 tsp cinnamon, 1/2 tsp nutmeg, 1/2 tsp ginger, 1/2 tsp cloves, 1/2 tsp baking soda",1. Preheat oven to 180°C. 2. Cream butter and sugar. 3. Mix in egg and spices. 4. Add flour and baking soda to form dough. 5. Roll out and cut shapes. 6. Bake for 12 minutes until golden. 7. Cool and serve.,Winter
402,Belgian Chocolate Mousse,A rich and creamy chocolate mousse made with authentic Belgian chocolate.,"200g dark chocolate, 3 eggs, 1/4 cup sugar, 1/2 cup heavy cream, 1 tsp vanilla extract",1. Melt chocolate over a double boiler. 2. Separate eggs and whisk yolks with sugar. 3. Stir in melted chocolate. 4. Whip cream until fluffy and fold in. 5. Beat egg whites until stiff and fold into mousse. 6. Chill for 2 hours and serve.,Winter
403,Cougnou (Belgian Sweet Bread),"A traditional sweet bread shaped like a baby, enjoyed during Christmas.","3 cups flour, 1/2 cup sugar, 1/2 cup butter, 1 cup milk, 1 tbsp yeast, 1 egg, 1/2 cup raisins, 1 tsp vanilla extract","1. Dissolve yeast in warm milk. 2. Mix flour, sugar, and butter. 3. Add yeast mixture, egg, and vanilla. 4. Knead dough and let rise for 2 hours. 5. Shape into baby-like loaves. 6. Bake at 180°C for 30 minutes. 7. Cool and serve.",Winter
404,Dame Blanche,A Belgian dessert of vanilla ice cream topped with warm chocolate sauce.,"2 cups vanilla ice cream, 100g dark chocolate, 1/2 cup heavy cream, 1 tbsp butter, whipped cream for garnish",1. Melt chocolate with butter and cream. 2. Stir until smooth. 3. Scoop ice cream into bowls. 4. Drizzle with warm chocolate sauce. 5. Garnish with whipped cream. 6. Serve immediately.,Summer
405,Rijsttaart (Belgian Rice Tart),"A delicious tart filled with a creamy rice pudding, a specialty in Belgium.","1 pie crust, 1 cup rice, 2 cups milk, 1/2 cup sugar, 2 eggs, 1 tsp vanilla extract, 1/2 tsp cinnamon","1. Cook rice with milk and sugar until thick. 2. Let cool, then mix in eggs and vanilla. 3. Preheat oven to 180°C. 4. Pour mixture into pie crust. 5. Sprinkle with cinnamon. 6. Bake for 25 minutes until set. 7. Cool and serve.",Winter
406,Mattentaart,"A sweet, flaky pastry filled with a soft cheese-based filling, originating from Belgium.","2 sheets puff pastry, 1 cup ricotta cheese, 1/2 cup sugar, 1 egg, 1 tsp vanilla extract","1. Preheat oven to 180°C. 2. Mix ricotta, sugar, egg, and vanilla. 3. Roll out puff pastry and cut into circles. 4. Place filling on one circle and cover with another. 5. Seal edges and bake for 20 minutes. 6. Cool slightly before serving.",Winter
407,Belgian Apple Cake,"A moist and spiced apple cake popular in Belgium, especially during autumn.","2 apples, 2 cups flour, 1/2 cup sugar, 1/2 cup butter, 2 eggs, 1 tsp cinnamon, 1/2 tsp nutmeg, 1 tsp baking powder",1. Preheat oven to 180°C. 2. Cream butter and sugar. 3. Mix in eggs and spices. 4. Stir in flour and baking powder. 5. Fold in chopped apples. 6. Pour into a cake pan and bake for 40 minutes. 7. Cool and serve.,Rainy
408,Belgian Pralines,"Luxury chocolate confections filled with ganache, caramel, or nuts.","200g dark chocolate, 1/2 cup heavy cream, 1/4 cup hazelnuts, 2 tbsp butter",1. Melt chocolate over a double boiler. 2. Heat cream and mix with chocolate. 3. Stir in butter and chopped hazelnuts. 4. Pour into molds and chill for 2 hours. 5. Unmold and serve.,Winter
409,Liers Vlaaike,"A traditional spiced tart from Lier, Belgium, made with cinnamon and cloves.","1 pie crust, 1/2 cup molasses, 1/2 cup brown sugar, 1/2 cup heavy cream, 1 egg, 1/2 tsp cinnamon, 1/4 tsp cloves","1. Preheat oven to 180°C. 2. Mix molasses, sugar, cream, and spices. 3. Whisk in egg. 4. Pour mixture into pie crust. 5. Bake for 30 minutes until set. 6. Cool before serving.",Winter
410,Apple Pie,A classic American dessert with a flaky crust and spiced apple filling.,"2 pie crusts, 6 apples, 3/4 cup sugar, 1 tsp cinnamon, 1/4 tsp nutmeg, 2 tbsp butter, 1 tbsp cornstarch","1. Preheat oven to 180°C. 2. Peel and slice apples. 3. Mix apples with sugar, cinnamon, nutmeg, and cornstarch. 4. Place one pie crust in a dish, fill with apple mixture, and dot with butter. 5. Cover with the second crust and seal edges. 6. Bake for 50 minutes until golden. 7. Cool before serving.",Winter
411,New York Cheesecake,A rich and creamy cheesecake with a graham cracker crust.,"2 cups graham cracker crumbs, 1/2 cup butter, 3 cups cream cheese, 1 cup sugar, 3 eggs, 1 tsp vanilla extract, 1/2 cup sour cream","1. Preheat oven to 160°C. 2. Mix graham cracker crumbs with melted butter and press into a pan. 3. Beat cream cheese, sugar, eggs, and vanilla until smooth. 4. Pour mixture over crust. 5. Bake for 1 hour. 6. Cool and chill for 4 hours before serving.",Winter
412,Brownies,Fudgy and chocolatey American brownies with a rich texture.,"1 cup butter, 2 cups sugar, 1 cup cocoa powder, 4 eggs, 1 cup flour, 1 tsp vanilla extract, 1/2 tsp salt",1. Preheat oven to 175°C. 2. Melt butter and mix with sugar and cocoa powder. 3. Stir in eggs and vanilla. 4. Add flour and salt. 5. Pour batter into a pan. 6. Bake for 30 minutes. 7. Cool before cutting.,Winter
413,Pecan Pie,A Southern favorite with a caramelized pecan filling in a flaky crust.,"1 pie crust, 1 cup pecans, 3/4 cup corn syrup, 1/2 cup brown sugar, 3 eggs, 1/4 cup butter, 1 tsp vanilla extract","1. Preheat oven to 180°C. 2. Whisk eggs, corn syrup, sugar, butter, and vanilla. 3. Stir in pecans. 4. Pour mixture into pie crust. 5. Bake for 50 minutes. 6. Cool before serving.",Winter
414,S'mores,"A campfire classic made with graham crackers, chocolate, and marshmallows.","8 graham crackers, 4 chocolate squares, 4 marshmallows",1. Toast marshmallows over a flame. 2. Place chocolate on a graham cracker. 3. Add toasted marshmallow. 4. Top with another graham cracker. 5. Press together and enjoy.,Summer
415,Banana Pudding,"A creamy dessert with layers of vanilla pudding, bananas, and wafers.","2 cups milk, 1/2 cup sugar, 3 tbsp cornstarch, 1 tsp vanilla extract, 3 bananas, 1 cup vanilla wafers, 1 cup whipped cream","1. Heat milk, sugar, and cornstarch until thick. 2. Remove from heat and stir in vanilla. 3. Layer pudding, sliced bananas, and wafers. 4. Repeat layers. 5. Top with whipped cream. 6. Chill for 2 hours before serving.",Summer
416,Pumpkin Pie,"A spiced pumpkin-flavored pie, a staple of Thanksgiving.","1 pie crust, 2 cups pumpkin puree, 3/4 cup sugar, 1 tsp cinnamon, 1/2 tsp ginger, 1/4 tsp nutmeg, 2 eggs, 1 cup heavy cream","1. Preheat oven to 175°C. 2. Mix pumpkin, sugar, and spices. 3. Stir in eggs and cream. 4. Pour into pie crust. 5. Bake for 50 minutes. 6. Cool and serve.",Winter
417,Boston Cream Pie,A layered sponge cake filled with custard and topped with chocolate glaze.,"2 sponge cake layers, 1 cup custard, 100g dark chocolate, 1/2 cup heavy cream",1. Place one sponge cake layer on a plate. 2. Spread custard over the layer. 3. Top with the second cake layer. 4. Melt chocolate with cream. 5. Pour chocolate glaze over the cake. 6. Let set before serving.,Winter
418,Red Velvet Cake,A vibrant red cake with a moist texture and cream cheese frosting.,"2 1/2 cups flour, 1 1/2 cups sugar, 1 cup buttermilk, 1/2 cup butter, 2 eggs, 2 tbsp cocoa powder, 1 tsp vinegar, 1 tsp baking soda, red food coloring","1. Preheat oven to 175°C. 2. Mix flour, sugar, and cocoa powder. 3. Beat butter and eggs, then add buttermilk. 4. Mix dry and wet ingredients. 5. Add vinegar, baking soda, and food coloring. 6. Pour into cake pans and bake for 30 minutes. 7. Frost with cream cheese frosting.",Winter
419,Key Lime Pie,A refreshing citrusy pie with a graham cracker crust and creamy filling.,"1 pie crust, 1/2 cup lime juice, 1 can condensed milk, 3 egg yolks, 1 cup whipped cream",1. Preheat oven to 175°C. 2. Whisk egg yolks and condensed milk. 3. Stir in lime juice. 4. Pour into pie crust. 5. Bake for 15 minutes. 6. Chill for 2 hours. 7. Serve with whipped cream.,Summer
420,Chocolate Lava Cake,A rich and gooey chocolate cake with a molten center.,"1/2 cup butter, 4 oz dark chocolate, 1 cup powdered sugar, 2 eggs, 2 egg yolks, 1/4 cup flour, 1/2 tsp vanilla extract","1. Preheat oven to 220°C. 2. Melt butter and chocolate together. 3. Stir in powdered sugar. 4. Add eggs and egg yolks, mix well. 5. Fold in flour and vanilla extract. 6. Pour into ramekins and bake for 12 minutes. 7. Serve warm with ice cream.",Winter
421,Victoria Sponge Cake,A classic British sponge cake filled with jam and whipped cream.,"1 cup butter, 1 cup sugar, 4 eggs, 1 1/2 cups flour, 1 tsp baking powder, 1/2 cup strawberry jam, 1 cup whipped cream",1. Preheat oven to 180°C. 2. Beat butter and sugar until fluffy. 3. Add eggs one at a time. 4. Fold in flour and baking powder. 5. Divide batter into two cake tins and bake for 25 minutes. 6. Cool and spread jam and whipped cream between layers. 7. Dust with powdered sugar before serving.,Summer
422,Black Forest Cake,A decadent chocolate cake layered with cherries and whipped cream.,"2 cups flour, 1 1/2 cups sugar, 3/4 cup cocoa powder, 1 tsp baking soda, 2 eggs, 1 cup buttermilk, 1/2 cup butter, 1 cup cherries, 1 cup whipped cream, 100g dark chocolate","1. Preheat oven to 175°C. 2. Mix dry ingredients in a bowl. 3. Beat eggs, buttermilk, and butter, then combine with dry ingredients. 4. Pour batter into cake tins and bake for 30 minutes. 5. Cool and slice into layers. 6. Spread whipped cream and cherries between layers. 7. Top with chocolate shavings.",Winter
423,Lemon Drizzle Cake,A light and zesty cake soaked in lemon syrup.,"1 cup flour, 1/2 cup sugar, 1/2 cup butter, 2 eggs, 1 tsp baking powder, 2 lemons, 1/2 cup powdered sugar","1. Preheat oven to 180°C. 2. Beat butter and sugar until creamy. 3. Add eggs one at a time. 4. Fold in flour, baking powder, and lemon zest. 5. Pour into a loaf tin and bake for 40 minutes. 6. Mix lemon juice and powdered sugar, drizzle over warm cake. 7. Let it set before slicing.",Summer
424,Carrot Cake,A moist spiced cake with grated carrots and cream cheese frosting.,"2 cups flour, 1 cup sugar, 1/2 cup oil, 3 eggs, 1 tsp cinnamon, 1 tsp baking soda, 2 cups grated carrots, 1 cup cream cheese, 1/2 cup butter, 1 cup powdered sugar","1. Preheat oven to 175°C. 2. Mix flour, sugar, cinnamon, and baking soda. 3. Add eggs and oil, mix well. 4. Stir in grated carrots. 5. Pour batter into a cake pan and bake for 35 minutes. 6. Beat cream cheese, butter, and powdered sugar for frosting. 7. Frost cake when cool.",Winter
425,Strawberry Shortcake,A light and airy shortcake with fresh strawberries and whipped cream.,"2 cups flour, 1/2 cup sugar, 1 tbsp baking powder, 1/2 cup butter, 1/2 cup milk, 1 egg, 2 cups strawberries, 1 cup whipped cream","1. Preheat oven to 200°C. 2. Mix flour, sugar, and baking powder. 3. Cut in butter and mix with milk and egg. 4. Shape dough and bake for 15 minutes. 5. Slice shortcake, layer with strawberries and whipped cream. 6. Top with more strawberries and serve.",Summer
426,Tiramisu Cake,A coffee-flavored cake inspired by the classic Italian tiramisu.,"2 sponge cake layers, 1 cup coffee, 1 cup mascarpone, 1/2 cup sugar, 1 tsp vanilla extract, 1/2 cup cocoa powder, 1 cup whipped cream","1. Brew coffee and let it cool. 2. Beat mascarpone, sugar, and vanilla. 3. Brush sponge cake layers with coffee. 4. Spread mascarpone mixture between layers. 5. Top with whipped cream and cocoa powder. 6. Chill for 4 hours before serving.",Winter
427,Coconut Cake,A moist and fluffy cake flavored with coconut and topped with coconut frosting.,"2 cups flour, 1 1/2 cups sugar, 1/2 cup butter, 3 eggs, 1/2 cup coconut milk, 1 tsp baking powder, 1 cup shredded coconut, 1 cup cream cheese, 1/2 cup powdered sugar","1. Preheat oven to 175°C. 2. Beat butter and sugar until fluffy. 3. Add eggs one at a time. 4. Mix in flour, baking powder, and coconut milk. 5. Pour into cake pans and bake for 30 minutes. 6. Beat cream cheese, powdered sugar, and shredded coconut for frosting. 7. Frost the cake when cool.",Summer
428,Funfetti Cake,A colorful vanilla cake with sprinkles baked into the batter.,"2 cups flour, 1 cup sugar, 1/2 cup butter, 3 eggs, 1 tsp vanilla extract, 1/2 cup milk, 1 tsp baking powder, 1/2 cup rainbow sprinkles","1. Preheat oven to 175°C. 2. Beat butter and sugar until fluffy. 3. Add eggs one at a time, then vanilla. 4. Mix in flour, baking powder, and milk. 5. Fold in sprinkles. 6. Pour batter into cake pans and bake for 30 minutes. 7. Cool and frost as desired.",Summer
429,Opera Cake,A French layered almond sponge cake with coffee and chocolate ganache.,"2 cups almond flour, 1 cup sugar, 4 eggs, 1/2 cup butter, 1/2 cup coffee, 100g dark chocolate, 1 cup heavy cream","1. Preheat oven to 180°C. 2. Beat eggs and sugar until fluffy. 3. Fold in almond flour and melted butter. 4. Bake sponge layers for 15 minutes. 5. Brew coffee and brush layers with it. 6. Melt chocolate with cream for ganache. 7. Assemble layers with coffee and ganache, then chill.",Winter
430,Mango Lassi Milkshake,A creamy and refreshing mango-flavored milkshake with yogurt.,"1 cup mango pulp, 1/2 cup yogurt, 1/2 cup milk, 2 tbsp sugar, 1/2 tsp cardamom powder, 4 ice cubes","1. Add mango pulp, yogurt, milk, and sugar to a blender. 2. Blend until smooth. 3. Add cardamom powder and blend again. 4. Pour into a glass. 5. Add ice cubes and stir. 6. Garnish with mango slices. 7. Serve chilled.",Summer
431,Badam Milkshake,A rich and nutty almond-flavored milkshake infused with saffron.,"10 almonds, 1 cup milk, 2 tbsp sugar, 1/4 tsp saffron strands, 1/2 tsp cardamom powder, 4 ice cubes",1. Soak almonds in warm water for 30 minutes. 2. Peel and blend almonds with milk and sugar. 3. Add saffron and cardamom powder. 4. Blend until smooth. 5. Pour into a glass. 6. Add ice cubes and stir. 7. Serve chilled.,Winter
432,Rose Milkshake,A fragrant and refreshing rose-flavored milkshake with basil seeds.,"1 cup milk, 2 tbsp rose syrup, 1 tbsp sugar, 1 tsp soaked basil seeds, 4 ice cubes","1. Add milk, rose syrup, and sugar to a blender. 2. Blend until well combined. 3. Add soaked basil seeds and mix. 4. Pour into a glass. 5. Add ice cubes. 6. Stir well before serving.",Summer
433,Kesar Pista Milkshake,A creamy milkshake flavored with saffron and pistachios.,"1 cup milk, 10 pistachios, 1/4 tsp saffron, 2 tbsp sugar, 4 ice cubes","1. Soak saffron in warm milk for 10 minutes. 2. Blend pistachios, sugar, and milk. 3. Add saffron-infused milk and blend again. 4. Pour into a glass. 5. Add ice cubes. 6. Stir and serve chilled.",Winter
434,Chikoo Milkshake,A naturally sweet milkshake made with sapodilla fruit.,"1 cup chikoo (sapodilla) pulp, 1 cup milk, 2 tbsp sugar, 4 ice cubes","1. Peel and deseed chikoo. 2. Blend chikoo pulp, milk, and sugar. 3. Blend until smooth. 4. Pour into a glass. 5. Add ice cubes. 6. Serve chilled.",Rainy
